0,83,47
0,118,32
0,28,25
0,123,9
0,77,36
0,115,43
0,112,36
0,18,45
0,111,30
0,93,41
0,24,45
0,54,42
0,63,45
0,75,13
0,64,11
0,13,34
0,58,22
0,71,49
0,76,14
0,103,36
0,78,3
0,26,5
0,51,43
0,45,38
0,66,9
0,22,18
0,90,45
0,50,24
0,42,27
0,1,34
0,60,19
0,95,49
0,7,30
0,110,7
0,9,8
0,56,6
0,104,19
0,65,36
0,14,22
0,20,8
0,49,25
0,73,2
0,38,2
0,19,18
0,74,23
1,67,1
1,43,38
1,120,5
1,29,50
1,12,1
1,114,32
1,16,50
1,48,21
1,26,11
1,25,37
1,34,20
1,36,12
1,69,48
1,115,24
1,37,36
1,54,4
1,39,50
1,20,6
1,46,50
1,2,31
1,19,19
1,23,7
1,91,48
1,42,8
1,123,18
1,64,41
1,111,22
1,41,50
1,58,41
1,71,24
1,109,24
1,8,19
1,110,22
1,63,35
1,11,29
1,68,37
1,32,1
1,112,21
1,74,46
1,89,27
1,56,48
1,105,18
1,60,14
1,27,30
1,66,24
1,102,31
1,122,39
1,93,25
1,78,36
1,124,45
1,5,28
1,53,48
1,90,31
1,70,48
1,50,31
1,33,38
2,76,6
2,43,16
2,93,15
2,47,37
2,121,11
2,106,10
2,88,14
2,65,5
2,72,38
2,82,17
2,34,34
2,124,28
2,12,15
2,42,31
2,21,19
2,24,48
2,36,5
2,45,48
2,64,9
2,89,11
2,51,38
2,115,34
2,18,39
2,9,18
2,11,6
2,112,2
2,67,42
2,19,16
2,15,35
2,55,13
2,101,36
2,58,4
2,56,5
2,111,11
2,95,25
2,13,19
2,28,42
2,16,8
2,117,46
2,61,44
2,86,28
2,35,15
2,77,29
2,103,16
2,97,43
2,23,17
2,90,22
2,78,36
2,71,12
2,110,33
2,40,2
2,17,21
2,122,42
2,48,38
2,0,12
2,109,49
2,49,13
2,99,49
2,84,29
2,87,21
2,75,14
2,123,19
2,98,1
2,31,23
3,109,38
3,114,45
3,67,50
3,5,14
3,60,15
3,56,48
3,123,36
3,64,33
3,100,5
3,40,15
3,52,39
3,50,3
3,39,15
